vin,customerID,startdate,partnumber,quantity,price,vendorname
LESQWAWRV7W196089,33,2020-12-20,ZN-EAES0104,3,72.1,Plexzap
LESQWAWRV7W196089,33,2020-12-20,ZN-PACBS0189,4,24.58,Blackzim
LESQWAWRV7W196089,33,2021-04-23,NM-PACBS0186,2,104.32,Zathunicon
LH6O7CO8LIP340892,136,2021-06-10,FG-EAEAD0044,4,11.01,Toughzap
LH6O7CO8LIP340892,136,2021-06-10,FG-EAES0121,4,21.52,Nam-zim
LH6O7CO8LIP340892,136,2021-06-10,ZN-EAEM0136,3,2.91,Zathunicon
LH6O7CO8LIP340892,136,2021-08-10,BM-BAED0024,4,17.49,Funholding
LH6O7CO8LIP340892,136,2021-08-10,BM-EAEESS0054,1,33.88,Zathunicon
LH6O7CO8LIP340892,136,2021-08-10,FH-EAEM0142,2,6.56,Finhigh
LH6O7CO8LIP340892,136,2021-08-10,FH-EAES0120,1,13.26,Finhigh
LH6O7CO8LIP340892,136,2021-08-10,TP-BAED0032,1,3.15,Plexzap
LH6O7CO8LIP340892,136,2021-08-10,TP-EAELASS0092,4,4.52,Blackzim
LH6O7CO8LIP340892,136,2021-08-10,TP-EAEWH0131,4,16.73,Betatech
LIQR1KMIZ00707485,113,2021-07-03,NM-BAE0007,1,74.63,Zathunicon
LIQR1KMIZ00707485,113,2021-07-03,NM-EAES0095,2,219.77,Blackzim
LIQR1KMIZ00707485,113,2021-07-11,ZN-BAE0002,1,222.77,Nam-zim
LIQR1KMIZ00707485,113,2021-08-12,FG-BAE0012,2,191.41,Zathunicon
LIQR1KMIZ00707485,113,2021-08-12,FG-EAECS0050,4,52.41,Funholding
LIQR1KMIZ00707485,113,2021-08-12,FG-PACBS0184,1,161.82,Blackzim
LIQR1KMIZ00707485,113,2021-08-19,BH-PACBS0196,3,12.15,Blackzim
LIQR1KMIZ00707485,113,2021-08-19,FH-EAES0111,2,35.81,Funholding
LIQR1KMIZ00707485,113,2021-08-19,TP-PACBS0180,1,70.57,Nam-zim
LIQR1KMIZ00707485,113,2021-09-01,BH-BAE0007,4,159.21,Zathunicon
LIQR1KMIZ00707485,113,2021-09-01,BH-EAESS0118,3,39.85,Nam-zim
LIQR1KMIZ00707485,113,2021-09-01,FG-EAES0100,4,112.69,Zathunicon
LIQR1KMIZ00707485,113,2021-09-01,FG-EAES0113,1,234.6,Toughzap
LIQR1KMIZ00707485,113,2021-09-01,FH-EAES0102,2,16.75,Blackzim
LIQR1KMIZ00707485,113,2021-09-01,FH-ICS0153,3,16.28,Betatech
LIQR1KMIZ00707485,113,2021-09-01,PP-BAEW0038,2,239.07,Nam-zim
LIQR1KMIZ00707485,113,2021-09-01,PP-EAEM0146,3,242.6,Toughzap
LIQR1KMIZ00707485,113,2021-09-01,ZN-EAEIS0081,2,36.05,Finhigh
LIQR1KMIZ00707485,113,2021-09-06,BM-BAE0015,1,37.12,Zathunicon
LIQR1KMIZ00707485,113,2021-09-06,BM-BAED0023,4,51.7,Blackzim
LIQR1KMIZ00707485,113,2021-09-06,FH-EAEIS0076,2,241.67,Blackzim
LM8UDLK41OI479349,103,2021-01-13,BH-BAED0029,4,100.98,Zathunicon
LM8UDLK41OI479349,103,2021-01-13,BH-EAEGAM0062,2,64.67,Toughzap
LM8UDLK41OI479349,103,2021-01-13,BH-EAESS0117,3,82.45,Toughzap
LM8UDLK41OI479349,103,2021-01-13,BM-BAE0021,3,17.67,Nam-zim
LM8UDLK41OI479349,103,2021-01-13,BM-EAES0095,4,175.5,Nam-zim
LM8UDLK41OI479349,103,2021-01-13,PP-PACBS0180,4,42.27,Blackzim
LM8UDLK41OI479349,103,2021-01-13,PP-PACBS0186,4,15.04,Plexzap
LM8UDLK41OI479349,103,2021-02-03,BH-EAEWH0128,4,218.13,Nam-zim
LM8UDLK41OI479349,103,2021-02-03,BM-EAECS0050,4,54.36,Zathunicon
LM8UDLK41OI479349,103,2021-02-03,BM-EAES0125,4,49.82,Zathunicon
LM8UDLK41OI479349,103,2021-02-03,BM-PACBS0172,3,50.43,Plexzap
LM8UDLK41OI479349,103,2021-02-03,FH-EAEGAM0065,3,171.3,Plexzap
LM8UDLK41OI479349,103,2021-02-03,FH-EAEGAM0068,2,42.26,Betatech
LM8UDLK41OI479349,103,2021-02-03,TP-BAED0026,4,62.07,Nam-zim
LM8UDLK41OI479349,103,2021-02-03,TP-PACBS0184,3,152.3,Toughzap
LM8UDLK41OI479349,103,2021-04-27,BH-EAEESS0053,1,51.83,Betatech
LM8UDLK41OI479349,103,2021-04-27,BH-PACBS0196,1,146.79,Toughzap
LM8UDLK41OI479349,103,2021-04-27,NM-PACBS0165,4,132.87,Zathunicon
LM8UDLK41OI479349,103,2021-05-08,BM-BAE0020,3,206.05,Funholding
LM8UDLK41OI479349,103,2021-05-08,BM-BAE0021,1,217.51,Zathunicon
LM8UDLK41OI479349,103,2021-05-30,NM-10141,1,108.63,Zathunicon
LM8UDLK41OI479349,103,2021-05-30,NM-EAES0121,3,67.42,Zathunicon
LM8UDLK41OI479349,103,2021-06-22,BH-ICS0153,2,170.24,Betatech
LM8UDLK41OI479349,103,2021-07-14,BH-PACBS0173,3,188.48,Plexzap
LM8UDLK41OI479349,103,2021-08-26,FG-BAE0008,1,25.74,Zathunicon
LM8UDLK41OI479349,103,2021-08-26,FG-BAED0026,4,209.61,Plexzap
LM8UDLK41OI479349,103,2021-08-26,FG-EAEM0143,1,149.06,Betatech
LM8UDLK41OI479349,103,2021-08-26,FG-EAEM0149,2,215.62,Funholding
LMLJ20KCYXP867169,26,2021-03-14,BM-EAES0101,3,69.77,Toughzap
LMLJ20KCYXP867169,26,2021-03-14,ZN-EAEESS0061,4,95.49,Nam-zim
LMLJ20KCYXP867169,26,2021-03-14,ZN-EAES0110,1,56.52,Nam-zim
LMLJ20KCYXP867169,26,2021-04-14,FG-PACBS0191,1,38.48,Finhigh
LMLJ20KCYXP867169,26,2021-04-14,PP-PACBS0164,3,85.48,Toughzap
LMLJ20KCYXP867169,26,2021-07-28,FG-EAEM0135,2,4.38,Betatech
LMLJ20KCYXP867169,26,2021-07-28,FG-PACBS0172,2,15.04,Nam-zim
LMLJ20KCYXP867169,26,2021-07-28,FG-PACBS0193,4,53.33,Funholding
LMLJ20KCYXP867169,26,2021-07-28,FH-EAEM0139,2,57.11,Nam-zim
LMLJ20KCYXP867169,26,2021-07-28,PP-EAEWH0130,1,47.62,Finhigh
LMLJ20KCYXP867169,26,2021-07-28,PP-ICS0158,4,74.57,Betatech
LMLJ20KCYXP867169,26,2021-07-28,TP-BAE0004,4,3.58,Blackzim
LQF5D64NCQ5461737,80,2021-06-02,BH-EAEM0140,3,5.33,Toughzap
LQF5D64NCQ5461737,80,2021-06-02,BH-EAES0126,2,28.19,Zathunicon
LQF5D64NCQ5461737,80,2021-06-02,BM-ICS0156,3,19.76,Betatech
LQF5D64NCQ5461737,80,2021-06-02,BM-PACBS0169,3,40.08,Finhigh
LQF5D64NCQ5461737,80,2021-06-05,BM-EAEGAM0069,4,9.94,Plexzap
LQF5D64NCQ5461737,80,2021-06-05,BM-EAEM0144,1,39.53,Plexzap
LQF5D64NCQ5461737,80,2021-06-10,BH-PACBS0180,2,22.72,Plexzap
LQF5D64NCQ5461737,80,2021-06-10,PP-BAED0032,3,20.7,Plexzap
LQF5D64NCQ5461737,80,2021-06-10,PP-EAECS0051,3,9.02,Nam-zim
LQF5D64NCQ5461737,80,2021-06-10,TP-EAEESS0057,2,13.74,Nam-zim
LQF5D64NCQ5461737,80,2021-06-28,NM-EAES0114,4,28.29,Betatech
LQF5D64NCQ5461737,80,2021-06-28,NM-EAESS0116,2,11.17,Betatech
LQF5D64NCQ5461737,80,2021-06-28,PP-EAESS0115,3,23.77,Betatech
LQF5D64NCQ5461737,80,2021-06-28,PP-PACBS0181,3,19.1,Toughzap
LQF5D64NCQ5461737,80,2021-07-08,BH-BAE0013,2,3.78,Toughzap
LQF5D64NCQ5461737,80,2021-07-08,BH-PACBS0163,1,10.13,Toughzap
LQF5D64NCQ5461737,80,2021-07-08,BM-ICS0160,4,12.38,Funholding
LQF5D64NCQ5461737,80,2021-07-08,FH-BAEW0039,4,16.86,Toughzap
LQF5D64NCQ5461737,80,2021-07-21,BH-EAEM0135,4,8.89,Funholding
LQF5D64NCQ5461737,80,2021-08-08,BH-EAEGAM0068,4,9.02,Finhigh
LQF5D64NCQ5461737,80,2021-08-08,FG-BAE0015,1,26.34,Blackzim
LQF5D64NCQ5461737,80,2021-08-08,FG-BAEW0039,2,29.18,Betatech
LQF5D64NCQ5461737,80,2021-08-08,FG-EAEESS0057,1,12.23,Plexzap
LQF5D64NCQ5461737,80,2021-09-12,FH-BAE0007,3,20.95,Plexzap
LQF5D64NCQ5461737,80,2021-09-12,FH-BAE0015,1,16.76,Funholding
LQF5D64NCQ5461737,80,2021-09-12,PP-BAE0022,4,31.07,Zathunicon
LQF5D64NCQ5461737,80,2021-09-12,ZN-EAES0120,3,28.43,Blackzim
LQF5D64NCQ5461737,80,2021-09-12,ZN-EAES0126,4,12.32,Plexzap
LRMHWLY7067260293,197,2021-07-15,BH-EAELASS0092,1,73.74,Blackzim
LRMHWLY7067260293,197,2021-07-15,BH-EAES0094,4,3.89,Zathunicon
LRMHWLY7067260293,197,2021-07-15,FG-EAEIS0082,2,43.19,Plexzap
LRMHWLY7067260293,197,2021-07-15,FH-EAELASS0087,4,0.1,Betatech
LRMHWLY7067260293,197,2021-07-15,FH-EAES0106,4,15,Finhigh
LRMHWLY7067260293,197,2021-08-09,NM-EAEGAM0073,4,26.19,Nam-zim
LRMHWLY7067260293,197,2021-08-20,BH-EAES0113,4,8.19,Funholding
LUKTEC25L13491705,57,2021-01-31,FG-PACBS0180,1,8.72,Toughzap
LUKTEC25L13491705,57,2021-01-31,FH-BAE0022,4,75.22,Betatech
LUKTEC25L13491705,57,2021-01-31,FH-EAES0100,1,58.16,Funholding
LUKTEC25L13491705,57,2021-04-25,FG-EAEGAM0065,3,72.62,Zathunicon
LUKTEC25L13491705,57,2021-04-25,FG-EAEM0135,2,95.5,Betatech
LUKTEC25L13491705,57,2021-04-25,TP-10141,1,65,Funholding
LUKTEC25L13491705,57,2021-04-25,TP-BAED0024,4,74.95,Betatech
LUKTEC25L13491705,57,2021-04-25,TP-EAEM0145,2,46.96,Betatech
LUKTEC25L13491705,57,2021-04-25,TP-EAES0096,1,32.01,Blackzim
LUKTEC25L13491705,57,2021-05-10,NM-EAES0121,1,18.55,Funholding
LUKTEC25L13491705,57,2021-08-08,BH-EAEESS0059,3,46.27,Funholding
LUKTEC25L13491705,57,2021-08-08,BH-EAEM0142,1,1.3,Betatech
LUKTEC25L13491705,57,2021-08-08,FH-EAES0106,4,27.68,Betatech
LUKTEC25L13491705,57,2021-08-08,FH-EAESS0117,3,92.89,Betatech
LUKTEC25L13491705,57,2021-08-08,PP-ICS0153,2,48.34,Funholding
LUKTEC25L13491705,57,2021-08-08,ZN-EAEIS0075,4,56.9,Zathunicon
LVJGFVH42ZP066968,94,2021-02-07,BH-EAES0102,1,29.92,Plexzap
LVJGFVH42ZP066968,94,2021-02-07,BH-IFCAP0152,4,10.06,Funholding
LVJGFVH42ZP066968,94,2021-02-07,BM-EAECS0050,2,32.96,Blackzim
LVJGFVH42ZP066968,94,2021-02-07,FH-EAEM0146,3,30.52,Finhigh
LVJGFVH42ZP066968,94,2021-02-07,NM-EAEM0133,2,4.68,Blackzim
LVJGFVH42ZP066968,94,2021-02-07,ZN-EAEIS0078,3,35.88,Zathunicon
LVJGFVH42ZP066968,94,2021-02-07,ZN-PACBS0190,1,10.96,Nam-zim
LVJGFVH42ZP066968,94,2021-04-18,ZN-EAEIS0077,4,17.22,Finhigh
LVJGFVH42ZP066968,94,2021-05-23,BH-EAEAD0043,2,9.76,Toughzap
LVJGFVH42ZP066968,94,2021-05-23,NM-EAEESS0059,2,2.29,Plexzap
LVJGFVH42ZP066968,94,2021-05-23,NM-EAEGAM0072,1,16,Toughzap
LVJGFVH42ZP066968,94,2021-05-23,TP-EAEAD0043,1,18.5,Finhigh
LVJGFVH42ZP066968,94,2021-05-23,TP-EAEM0143,2,25.8,Funholding
LVJGFVH42ZP066968,94,2021-05-23,ZN-PACBS0185,3,14.03,Toughzap
LVJGFVH42ZP066968,94,2021-06-20,FG-EAEESS0061,2,29.54,Zathunicon
LVJGFVH42ZP066968,94,2021-06-20,NM-EAEM0145,1,29.04,Zathunicon
LVJGFVH42ZP066968,94,2021-06-20,NM-PACBS0185,2,27.57,Funholding
LVJGFVH42ZP066968,94,2021-06-20,PP-EAEAD0044,1,27.46,Plexzap
LVJGFVH42ZP066968,94,2021-06-20,PP-EAEGAM0072,2,8.99,Funholding
LVJGFVH42ZP066968,94,2021-06-28,FG-EAES0108,2,29.53,Blackzim
LVJGFVH42ZP066968,94,2021-06-28,FG-PACBS0196,4,11.78,Funholding
LVJGFVH42ZP066968,94,2021-06-28,TP-EAEAD0045,3,26.15,Funholding
LVJGFVH42ZP066968,94,2021-06-28,TP-IFCAP0152,1,23.86,Zathunicon
LVJGFVH42ZP066968,94,2021-06-28,TP-PACBS0198,1,27.77,Funholding
LVJGFVH42ZP066968,94,2021-07-11,PP-PACBS0194,3,33.86,Finhigh
LVJGFVH42ZP066968,94,2021-07-11,ZN-ICS0162,2,12.08,Nam-zim
LW4TX2CG6JA656800,36,2021-06-20,BM-BAE0011,1,7.96,Plexzap
LW4TX2CG6JA656800,36,2021-06-20,BM-EAEAD0046,1,23.38,Plexzap
LW4TX2CG6JA656800,36,2021-06-20,FH-EAEESS0057,3,26.6,Toughzap
LW4TX2CG6JA656800,36,2021-06-20,FH-PACBS0186,1,6.84,Zathunicon
LW4TX2CG6JA656800,36,2021-07-02,NM-ICS0157,2,29.19,Toughzap
LW4TX2CG6JA656800,36,2021-09-04,FG-BAE0019,1,11.14,Toughzap
LW4TX2CG6JA656800,36,2021-09-04,FG-EAES0099,4,8.35,Finhigh
LW4TX2CG6JA656800,36,2021-09-04,PP-BAED0029,2,48.1,Finhigh
LW4TX2CG6JA656800,36,2021-09-04,PP-EAEM0132,4,19.67,Funholding
LW4TX2CG6JA656800,36,2021-09-04,PP-EAES0099,1,42.98,Blackzim
LW4TX2CG6JA656800,36,2021-09-04,PP-EAESS0117,3,23.24,Finhigh
LW4TX2CG6JA656800,36,2021-09-10,FG-BAEW0035,3,10.55,Funholding
LW4TX2CG6JA656800,36,2021-09-10,FG-BAEW0037,3,18.74,Betatech
LW4TX2CG6JA656800,36,2021-09-10,FG-EAECS0049,3,41.76,Plexzap
LW4TX2CG6JA656800,36,2021-09-10,FG-EAEM0142,3,32.63,Betatech
LW4TX2CG6JA656800,36,2021-09-10,FG-EAESS0116,1,47.39,Toughzap
LW4TX2CG6JA656800,36,2021-09-10,FG-ICS0154,1,20.38,Funholding
LW4TX2CG6JA656800,36,2021-09-10,FG-ICS0162,3,3.73,Betatech
LW4TX2CG6JA656800,36,2021-09-10,PP-BAE0013,3,9.77,Zathunicon
LW4TX2CG6JA656800,36,2021-09-10,PP-EAEAD0047,4,47.1,Finhigh
M7HJ4VAUP8V507732,197,2021-02-14,FH-PACBS0178,2,128.88,Finhigh
M7HJ4VAUP8V507732,197,2021-02-14,PP-BAE0008,1,133.88,Blackzim
M7HJ4VAUP8V507732,197,2021-02-14,PP-BAED0026,3,61.97,Plexzap
M7HJ4VAUP8V507732,197,2021-03-28,NM-BAE0008,4,51.4,Blackzim
M7HJ4VAUP8V507732,197,2021-03-28,NM-EAES0098,3,80.38,Toughzap
M7HJ4VAUP8V507732,197,2021-03-28,ZN-ICS0158,1,12.08,Blackzim
M7HJ4VAUP8V507732,197,2021-03-31,BM-EAEM0143,3,104.93,Blackzim
M7HJ4VAUP8V507732,197,2021-03-31,BM-PACBS0176,3,3.35,Funholding
M7HJ4VAUP8V507732,197,2021-03-31,FG-BAE0014,1,52.16,Betatech
M7HJ4VAUP8V507732,197,2021-03-31,FG-EAEM0137,1,38.9,Finhigh
M7HJ4VAUP8V507732,197,2021-04-17,FH-BAE0003,1,89.8,Plexzap
M7HJ4VAUP8V507732,197,2021-04-17,FH-ICS0159,4,71.08,Zathunicon
M7HJ4VAUP8V507732,197,2021-04-17,ZN-BAE0016,4,102.29,Blackzim
M7HJ4VAUP8V507732,197,2021-05-26,FG-EAES0122,1,143.9,Funholding
M7HJ4VAUP8V507732,197,2021-05-26,NM-BAE0006,1,112.71,Blackzim
M7HJ4VAUP8V507732,197,2021-05-26,NM-EAEM0142,3,78.39,Blackzim
M7HJ4VAUP8V507732,197,2021-08-24,BH-PACBS0189,1,5.92,Plexzap
M7HJ4VAUP8V507732,197,2021-08-31,TP-PACBS0194,3,63.7,Plexzap
MBDGBO1V8RG307817,157,2021-05-23,BH-BAE0000,3,71.52,Finhigh
MBDGBO1V8RG307817,157,2021-05-23,BH-EAELASS0092,3,14.46,Blackzim
MBDGBO1V8RG307817,157,2021-05-23,BH-EAES0123,1,18.64,Betatech
MBDGBO1V8RG307817,157,2021-05-23,BH-PACBS0174,3,36.27,Zathunicon
MBDGBO1V8RG307817,157,2021-05-23,NM-BAEW0040,1,8.17,Plexzap
MBDGBO1V8RG307817,157,2021-05-23,PP-EAELASS0090,4,19.7,Toughzap
MBDGBO1V8RG307817,157,2021-05-23,PP-ICS0159,1,23.05,Betatech
MBDGBO1V8RG307817,157,2021-06-06,BH-EAES0104,2,0.66,Betatech
MBDGBO1V8RG307817,157,2021-06-06,BM-BAED0024,1,43.55,Zathunicon
MBDGBO1V8RG307817,157,2021-06-06,BM-ICS0153,2,18.19,Blackzim
MBDGBO1V8RG307817,157,2021-06-06,NM-EAEAD0045,3,32.99,Zathunicon
MBDGBO1V8RG307817,157,2021-06-06,NM-PACBS0178,3,4.61,Zathunicon
MBDGBO1V8RG307817,157,2021-06-06,PP-BAE0004,3,76.75,Toughzap
MBDGBO1V8RG307817,157,2021-07-11,BM-PACBS0177,4,36.91,Funholding
MBDGBO1V8RG307817,157,2021-07-11,BM-PACBS0185,4,51.3,Blackzim
MBDGBO1V8RG307817,157,2021-07-11,FG-ICS0155,2,62.98,Betatech
MBDGBO1V8RG307817,157,2021-07-11,FG-PACBS0183,3,11.46,Betatech
MBDGBO1V8RG307817,157,2021-07-11,ZN-EAECS0051,4,42.12,Blackzim
MBDGBO1V8RG307817,157,2021-08-24,BM-EAEGAM0069,2,54.5,Nam-zim
MBDGBO1V8RG307817,157,2021-08-24,NM-EAEGAM0068,1,34.42,Toughzap
MBDGBO1V8RG307817,157,2021-09-17,BM-BAE0022,2,70.45,Plexzap
MBDGBO1V8RG307817,157,2021-09-17,BM-EAEGAM0066,4,34.1,Blackzim
MBDGBO1V8RG307817,157,2021-09-17,BM-EAELASS0083,1,41.09,Betatech
MBDGBO1V8RG307817,157,2021-09-17,FH-EAES0110,1,43.84,Finhigh
MBDGBO1V8RG307817,157,2021-09-17,FH-EAES0114,1,53.46,Finhigh
MBDGBO1V8RG307817,157,2021-09-17,FH-EAESS0116,3,71.82,Nam-zim
MBDGBO1V8RG307817,157,2021-09-17,NM-BAE0009,4,8.39,Toughzap
MDSNOZYL2ZL732848,182,2021-02-11,BH-EAEESS0053,1,33.7,Zathunicon
MDSNOZYL2ZL732848,182,2021-02-11,BH-EAES0107,4,16.1,Betatech
MDSNOZYL2ZL732848,182,2021-02-11,FH-ICS0153,4,25.33,Toughzap
MDSNOZYL2ZL732848,182,2021-02-11,PP-10141,2,24.89,Plexzap
MDSNOZYL2ZL732848,182,2021-02-11,TP-EAEWH0128,1,9.12,Toughzap
MDSNOZYL2ZL732848,182,2021-03-23,NM-EAES0097,3,2.83,Plexzap
MDSNOZYL2ZL732848,182,2021-03-23,NM-EAES0104,3,5.91,Zathunicon
MDSNOZYL2ZL732848,182,2021-03-23,TP-BAEW0040,4,31.98,Plexzap
MDSNOZYL2ZL732848,182,2021-04-27,FG-PACBS0178,4,4.13,Blackzim
MDSNOZYL2ZL732848,182,2021-04-27,FH-EAES0103,2,33.81,Toughzap
MDSNOZYL2ZL732848,182,2021-04-27,PP-BAE0015,2,13.06,Funholding
MDSNOZYL2ZL732848,182,2021-04-27,PP-BAED0027,1,27.33,Toughzap
MDSNOZYL2ZL732848,182,2021-04-27,PP-EAEIS0080,4,31.25,Plexzap
MDSNOZYL2ZL732848,182,2021-06-24,BH-EAEESS0061,1,24.76,Zathunicon
MDSNOZYL2ZL732848,182,2021-06-24,NM-BAE0019,1,33.59,Finhigh
MDSNOZYL2ZL732848,182,2021-06-24,NM-PACBS0187,1,3.55,Betatech
MDSNOZYL2ZL732848,182,2021-06-24,PP-PACBS0187,1,16.81,Blackzim
MJB8QWUK0PM433047,127,2021-06-28,BH-BAE0018,4,22.24,Blackzim
MJB8QWUK0PM433047,127,2021-06-28,BH-BAE0019,3,46.26,Nam-zim
MJB8QWUK0PM433047,127,2021-06-28,BH-EAES0106,2,36.16,Nam-zim
MJB8QWUK0PM433047,127,2021-06-28,BH-PACBS0193,1,11.23,Funholding
MJB8QWUK0PM433047,127,2021-07-26,BM-EAEESS0061,1,46.83,Nam-zim
MJB8QWUK0PM433047,127,2021-07-26,BM-PACBS0165,1,5.51,Zathunicon
MJB8QWUK0PM433047,127,2021-07-26,FH-EAEAD0047,4,1.11,Nam-zim
MJB8QWUK0PM433047,127,2021-07-26,FH-EAEESS0057,3,36.6,Betatech
MJB8QWUK0PM433047,127,2021-07-26,ZN-ICS0160,4,36.16,Blackzim
MKNBPQIJ74V430424,133,2021-07-14,FH-BAE0004,4,33.74,Blackzim
MKNBPQIJ74V430424,133,2021-07-14,FH-EAEESS0054,1,43.51,Plexzap
MKNBPQIJ74V430424,133,2021-07-14,FH-PACBS0163,3,8.85,Plexzap
MKNBPQIJ74V430424,133,2021-07-14,FH-PACBS0186,2,21.82,Plexzap
MKNBPQIJ74V430424,133,2021-07-14,NM-EAEGAM0062,1,29.58,Betatech
MKNBPQIJ74V430424,133,2021-07-14,NM-EAES0103,2,21.82,Plexzap
MKNBPQIJ74V430424,133,2021-07-14,PP-PACBS0180,1,35.18,Betatech
MKNBPQIJ74V430424,133,2021-07-14,PP-PACBS0198,2,5.47,Blackzim
MKNBPQIJ74V430424,133,2021-07-14,TP-BAE0002,2,25.2,Plexzap
MKNBPQIJ74V430424,133,2021-07-14,TP-ICS0155,2,2.95,Toughzap
MKNBPQIJ74V430424,133,2021-09-13,TP-EAES0095,2,32.43,Blackzim
MO4IRL8VERY769844,116,2021-04-08,BH-EAES0108,2,122.03,Nam-zim
MO4IRL8VERY769844,116,2021-04-08,BM-EAEGAM0064,4,67.69,Toughzap
MO4IRL8VERY769844,116,2021-04-08,BM-EAELASS0084,3,149.14,Zathunicon
MO4IRL8VERY769844,116,2021-04-08,FH-EAES0099,3,58.19,Toughzap
MO4IRL8VERY769844,116,2021-04-08,ZN-PACBS0197,1,55.48,Toughzap
MO4IRL8VERY769844,116,2021-04-23,TP-BAED0028,1,111.87,Funholding
MO4IRL8VERY769844,116,2021-04-23,TP-ICS0153,3,51.85,Finhigh
MO4IRL8VERY769844,116,2021-04-23,TP-ICS0160,4,40.34,Toughzap
MO4IRL8VERY769844,116,2021-04-23,TP-PACBS0194,2,68.14,Betatech
MO4IRL8VERY769844,116,2021-05-13,FG-EAEESS0060,2,154.9,Toughzap
MO4IRL8VERY769844,116,2021-05-13,FG-EAEGAM0064,2,19.46,Betatech
MO4IRL8VERY769844,116,2021-06-08,BM-EAES0122,4,13.59,Betatech
MO4IRL8VERY769844,116,2021-06-08,BM-IFCAP0151,3,157.43,Funholding
MO4IRL8VERY769844,116,2021-06-08,TP-BAED0023,1,131.45,Plexzap
MO4IRL8VERY769844,116,2021-07-09,BH-BAE0010,3,40.01,Funholding
MO4IRL8VERY769844,116,2021-07-09,BH-EAEESS0058,4,157.18,Nam-zim
MO4IRL8VERY769844,116,2021-07-09,BH-IFCAP0152,2,0.29,Finhigh
MO4IRL8VERY769844,116,2021-07-09,FG-BAE0018,2,101.96,Betatech
MO4IRL8VERY769844,116,2021-07-09,FG-EAELASS0083,3,76.56,Zathunicon
MO4IRL8VERY769844,116,2021-07-09,TP-EAEM0133,2,47.29,Finhigh
MO4IRL8VERY769844,116,2021-07-09,TP-ICS0157,1,14.89,Blackzim
MO4IRL8VERY769844,116,2021-09-14,BM-EAEGAM0073,2,85.48,Blackzim
MO4IRL8VERY769844,116,2021-09-14,BM-ICS0161,1,157.54,Nam-zim
MO4IRL8VERY769844,116,2021-09-20,BM-EAES0121,2,56.49,Finhigh
MO4IRL8VERY769844,116,2021-09-20,BM-EAESS0116,1,59.45,Plexzap
MO4IRL8VERY769844,116,2021-09-20,FH-BAEW0039,1,25.14,Zathunicon
MO4IRL8VERY769844,116,2021-09-20,NM-PACBS0180,4,51.39,Blackzim
MRMMF0HP62P826823,101,2020-09-23,FG-PACBS0178,4,85.67,Betatech
MRMMF0HP62P826823,101,2020-09-23,FH-PACBS0198,2,59.96,Toughzap
MRMMF0HP62P826823,101,2020-11-29,FG-EAEGAM0074,3,105.38,Funholding
MRMMF0HP62P826823,101,2021-01-09,FG-BAE0006,4,52.05,Finhigh
MRMMF0HP62P826823,101,2021-01-09,NM-BAE0017,1,45.48,Zathunicon
MRMMF0HP62P826823,101,2021-01-09,NM-EAES0109,4,3.13,Toughzap
MRMMF0HP62P826823,101,2021-07-14,FG-BAED0029,2,19.23,Finhigh
MRMMF0HP62P826823,101,2021-07-14,FH-EAEIS0079,3,46.56,Nam-zim
MRMMF0HP62P826823,101,2021-07-14,FH-PACBS0187,3,62.7,Finhigh
MRMMF0HP62P826823,101,2021-08-23,BH-EAEM0145,2,120.02,Toughzap
MRMMF0HP62P826823,101,2021-08-23,TP-EAES0124,2,13.42,Nam-zim
MRMMF0HP62P826823,101,2021-08-23,ZN-EAEIS0080,4,19.82,Nam-zim
MSDXHNXN7QI172357,9,2021-07-08,BH-BAEW0035,3,14.93,Funholding
MSDXHNXN7QI172357,9,2021-07-08,BH-EAEWH0128,3,94.48,Betatech
MSDXHNXN7QI172357,9,2021-07-08,FH-BAE0019,3,101.47,Nam-zim
MSDXHNXN7QI172357,9,2021-07-15,NM-EAES0101,2,106.2,Finhigh
MSDXHNXN7QI172357,9,2021-07-15,TP-EAEESS0060,3,126.26,Toughzap
MSDXHNXN7QI172357,9,2021-07-15,TP-EAEM0143,1,182.78,Betatech
MSDXHNXN7QI172357,9,2021-07-27,FG-ICS0157,4,98.38,Nam-zim
MSDXHNXN7QI172357,9,2021-07-27,FG-PACBS0169,4,192.52,Finhigh
MSDXHNXN7QI172357,9,2021-07-27,PP-EAESS0115,3,78.21,Blackzim
MSDXHNXN7QI172357,9,2021-08-30,BH-EAEM0138,2,32.86,Toughzap
MSDXHNXN7QI172357,9,2021-08-30,BH-EAES0098,4,46.26,Finhigh
MSDXHNXN7QI172357,9,2021-08-30,BM-EAELASS0087,4,75.57,Betatech
MSDXHNXN7QI172357,9,2021-08-30,BM-EAES0103,4,127.11,Toughzap
MSDXHNXN7QI172357,9,2021-09-04,FG-ICS0153,3,103.8,Funholding
MSDXHNXN7QI172357,9,2021-09-04,PP-EAEGAM0063,1,77.67,Finhigh
MSDXHNXN7QI172357,9,2021-09-04,PP-EAELASS0092,4,143.1,Blackzim
MSDXHNXN7QI172357,9,2021-09-04,TP-BAE0021,2,73.84,Zathunicon
N8E3SF7HL4Q053617,192,2021-07-30,FG-EAEM0143,2,17.59,Nam-zim
N8E3SF7HL4Q053617,192,2021-07-30,NM-EAEGAM0071,4,11.37,Finhigh
N8E3SF7HL4Q053617,192,2021-07-30,NM-EAEM0140,1,30.59,Blackzim
N8E3SF7HL4Q053617,192,2021-07-30,NM-PACBS0175,1,1.01,Finhigh
